x y z ShearFailure TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
124.829 174.982 -7.87349 58 19 1 1 1.39792e+06 22.5313 123545 1.765 2.4844e+06 1.39792e+06 ZonesAtSurface
174.759 174.982 -32.9088 50 0 1 2 657354 30.2426 118395 1.13072 6.44187e+06 657354 ZonesAtSurface
224.687 174.982 -7.88615 50 3 1 2 992682 22.782 105332 1.25946 2.9717e+06 992682 ZonesAtSurface
274.625 174.982 -32.9401 33 0 1 3 1.26714e+06 23.802 64702.6 1.05171 6.86547e+06 1.26714e+06 ZonesAtSurface
324.559 174.983 -7.94194 24 0 1 3 642253 41.4251 51437.3 1.02172 5.21657e+06 642253 ZonesAtSurface
374.554 174.983 -32.9723 0 0 1 4 952117 37.4551 149948 1.90898 9.0692e+06 952117 ZonesAtSurface
424.419 174.981 92.0302 0 4 2 2 1.23959e+06 44.6708 67209.3 1.44748 4.43368e+06 1.23959e+06 ZonesAtSurface
474.39 174.98 167.024 0 4 2 1 1.44259e+06 21.325 117723 1.51695 2.77494e+06 1.44259e+06 ZonesAtSurface
524.384 174.976 242.015 0 0 0 0 1.015e+06 26.0204 52310.5 2.5211 1.53213e+06 1.015e+06 ZonesAtSurface
574.384 174.976 267.001 0 0 0 0 777615 41.6137 77067.6 3.36237 1.56191e+06 777615 ZonesAtSurface
624.386 174.975 291.984 0 0 0 0 959398 25.5348 101162 2.77046 1.34879e+06 959398 ZonesAtSurface
674.39 174.974 316.966 0 0 0 0 664517 37.8717 62007.6 3.50989 1.18714e+06 664517 ZonesAtSurface
724.396 174.973 341.946 0 0 0 0 515012 40.6087 132542 3.6444 1.08154e+06 515012 ZonesAtSurface
774.405 174.973 366.925 0 3 0 0 861847 20.0972 63560.4 2.75373 1.04505e+06 861847 ZonesAtSurface
824.417 174.972 391.901 0 0 0 0 925485 21.6316 105956 2.69025 1.12526e+06 925485 ZonesAtSurface
