x y z ShearFailure TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
3925.17 124.996 637.929 3 8 2 4 1.47447e+06 16.5934 69878.2 1.57878 2.58531e+06 1.47447e+06 ZonesAtSurface
3975.25 124.994 547.997 9 0 1 5 974776 42.2554 95899.9 1.10662 4.61377e+06 974776 ZonesAtSurface
4025.32 124.99 458.083 6 0 1 6 752141 20.3522 60544.7 1.03405 4.16309e+06 752141 ZonesAtSurface
4075.36 124.985 368.163 8 0 1 7 617222 21.8938 128732 1.01843 5.00862e+06 617222 ZonesAtSurface
4125.4 124.985 328.204 6 0 1 7 522240 15.6858 139078 1.05536 3.76234e+06 522240 ZonesAtSurface
4175.43 124.988 338.229 2 0 1 6 1.02115e+06 30.6115 66779.9 1.04431 6.17874e+06 1.02115e+06 ZonesAtSurface
4225.46 124.988 348.259 8 0 1 5 1.14065e+06 31.3183 92883.6 1.31103 4.69808e+06 1.14065e+06 ZonesAtSurface
4275.48 124.989 358.287 5 0 1 4 776368 20.975 88457.6 1.125 3.46927e+06 776368 ZonesAtSurface
4325.5 124.986 318.324 2 0 1 4 716460 30.8388 128281 1.24964 4.63826e+06 716460 ZonesAtSurface
4375.52 124.981 328.359 4 0 1 3 796533 31.1285 110242 1.39727 4.21634e+06 796533 ZonesAtSurface
4425.53 124.985 238.4 1 0 1 4 741209 31.2322 91871.5 1.40247 5.36968e+06 741209 ZonesAtSurface
4475.53 124.986 198.434 0 0 1 4 877770 40.2934 107639 2.4683 4.98472e+06 877770 ZonesAtSurface
4525.53 124.987 208.468 9 0 2 3 745046 29.5932 75610.7 1.09153 3.93081e+06 745046 ZonesAtSurface
4575.54 124.99 218.492 5 0 2 2 939075 40.7545 141017 1.42085 3.19914e+06 939075 ZonesAtSurface
4625.51 124.991 128.507 2 0 1 3 1.30986e+06 18.8618 110303 1.04526 5.14093e+06 1.30986e+06 ZonesAtSurface
4675.51 124.994 138.526 7 0 2 2 1.2912e+06 18.2139 104903 1.23964 3.56869e+06 1.2912e+06 ZonesAtSurface
4725.42 124.995 48.5301 9 0 1 3 890134 33.9829 88329.3 1.02819 8.28949e+06 890134 ZonesAtSurface
4775.35 124.995 8.52693 3 0 1 3 1.17993e+06 43.3967 141535 1.74455 1.0675e+07 1.17993e+06 ZonesAtSurface
4825.26 124.993 -31.4844 6 0 1 3 1.01873e+06 35.9323 83534.9 1.55842 1.27438e+07 1.01873e+06 ZonesAtSurface
4875.19 124.996 -21.4614 23 0 1 2 1.10863e+06 41.7877 138521 1.1877 1.54465e+07 1.10863e+06 ZonesAtSurface
4925.11 124.998 -11.4452 28 0 1 1 1.36078e+06 43.8655 143375 1.23241 1.37318e+07 1.36078e+06 ZonesAtSurface
74.9177 174.987 -32.8688 88 0 1 1 1.26573e+06 15.3886 64320.7 1.47098 3.80132e+06 1.26573e+06 ZonesAtSurface
124.819 174.979 -7.83966 75 36 1 1 1.24975e+06 22.8525 93156.6 2.99006 1.45836e+06 1.24975e+06 ZonesAtSurface
174.778 174.982 -32.8576 59 0 1 2 562797 28.6592 91117 1.34935 4.45535e+06 562797 ZonesAtSurface
224.707 174.976 -7.82116 85 0 1 2 826196 18.2013 128723 2.10975 1.35999e+06 826196 ZonesAtSurface
274.649 174.978 -32.8669 94 0 1 3 1.41576e+06 18.2714 98385.8 1.18971 4.16991e+06 1.41576e+06 ZonesAtSurface
324.588 174.974 -7.85351 61 3 1 3 635089 30.2196 92516.5 1.73881 2.06332e+06 635089 ZonesAtSurface
374.544 174.978 -32.9005 89 0 1 4 611570 16.553 51040 1.22383 3.71198e+06 611570 ZonesAtSurface
424.478 174.975 -7.92042 48 0 1 4 508598 33.6275 100791 1.57527 3.1914e+06 508598 ZonesAtSurface
474.469 174.978 -32.9786 14 0 1 5 834359 29.5145 74721.9 1.15577 9.57591e+06 834359 ZonesAtSurface
524.383 174.978 42.0058 5 0 1 4 820459 36.0527 107646 1.39417 6.70854e+06 820459 ZonesAtSurface
574.349 174.978 216.981 0 5 2 1 1.21037e+06 33.7608 128403 2.28945 2.12126e+06 1.21037e+06 ZonesAtSurface
624.374 174.974 291.969 0 7 0 0 718680 16.4538 62013.4 1.39076 1.41073e+06 718680 ZonesAtSurface
674.386 174.973 316.956 0 0 0 0 967525 30.6472 115123 2.95711 1.2213e+06 967525 ZonesAtSurface
