x y z ShearFailure TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
874.368 124.989 265.886 7 0 1 3 1.48749e+06 29.3535 52241.3 1.87325 4.29287e+06 1.48749e+06 ZonesAtSurface
924.404 124.979 390.851 0 10 2 1 1.45634e+06 40.445 133877 3.136 2.2152e+06 1.45634e+06 ZonesAtSurface
974.426 124.98 415.822 0 6 2 1 1.28849e+06 33.1831 135956 2.54009 1.93694e+06 1.28849e+06 ZonesAtSurface
1024.45 124.981 440.791 1 9 1 1 822741 30.5472 94241.6 1.74257 1.86624e+06 822741 ZonesAtSurface
1074.47 124.982 465.757 0 0 2 1 1.32446e+06 33.7076 64518.9 2.51476 2.37885e+06 1.32446e+06 ZonesAtSurface
1124.5 124.984 490.72 0 8 2 1 1.49228e+06 19.6716 68166.7 1.94558 2.27914e+06 1.49228e+06 ZonesAtSurface
1174.53 124.985 515.683 0 0 1 1 1.0865e+06 22.2793 50583.7 1.74867 2.44704e+06 1.0865e+06 ZonesAtSurface
1224.54 124.986 490.649 0 0 1 2 569171 30.8777 136829 1.92551 2.04009e+06 569171 ZonesAtSurface
1274.61 124.983 565.592 1 0 1 1 100000 5 10000 1.23952 343287 100000 ZonesAtSurface
1324.69 124.973 640.545 0 4 0 0 1.27321e+06 15.292 80969.6 3.25397 1.07791e+06 1.27321e+06 ZonesAtSurface
1374.74 124.974 665.504 0 1 0 0 1.46782e+06 36.9246 132999 5.04458 1.36186e+06 1.46782e+06 ZonesAtSurface
1424.78 124.974 690.466 0 0 0 0 740233 20.9611 61708.6 2.19577 1.15368e+06 740233 ZonesAtSurface
1474.82 124.976 715.434 0 0 0 0 722011 39.9904 70745.2 3.01917 1.28634e+06 722011 ZonesAtSurface
1524.8 124.991 640.414 1 0 2 2 802458 35.8854 100297 1.01144 3.3018e+06 802458 ZonesAtSurface
1574.8 124.994 565.428 6 1 2 4 603204 42.4116 67663.9 1.06478 2.38487e+06 603204 ZonesAtSurface
1624.82 124.991 440.499 2 0 1 7 757619 43.2731 110294 1.18039 7.95061e+06 757619 ZonesAtSurface
1674.87 124.988 515.477 10 8 2 6 1.09934e+06 32.1367 78968.9 1.45409 2.65492e+06 1.09934e+06 ZonesAtSurface
1724.91 124.994 490.471 7 0 1 7 989588 19.3949 144329 1.06753 3.29642e+06 989588 ZonesAtSurface
1774.98 124.992 465.494 2 0 1 8 749307 22.0095 61398.2 1.04899 5.30729e+06 749307 ZonesAtSurface
1825 125.008 590.4 4 0 1 6 1.12428e+06 37.4957 84655.7 1.07685 5.00823e+06 1.12428e+06 ZonesAtSurface
1875.05 125.012 615.356 2 0 1 6 752069 29.9073 54640.6 1.1034 4.03333e+06 752069 ZonesAtSurface
1925.1 125.023 740.172 0 0 2 4 1.23925e+06 21.0547 134623 1.24738 2.92483e+06 1.23925e+06 ZonesAtSurface
1975.18 125.019 715.225 3 3 2 5 1.06796e+06 21.9418 128849 1.27683 2.46073e+06 1.06796e+06 ZonesAtSurface
2025.33 125.01 528.001 3 0 1 8 906195 21.9359 55856.3 1.04682 3.1606e+06 906195 ZonesAtSurface
2075.43 124.999 378.226 7 0 1 9 889345 17.7699 84689 1.06903 2.77968e+06 889345 ZonesAtSurface
2125.44 124.993 228.382 2 0 1 10 1.25174e+06 27.4377 136805 1.09587 8.23613e+06 1.25174e+06 ZonesAtSurface
2175.41 124.988 128.461 2 0 1 10 100000 5 10000 0.982834 1.36832e+06 100000 ZonesAtSurface
2225.35 124.984 28.5078 0 0 1 10 1.42446e+06 25.5594 136630 1.5063 8.18715e+06 1.42446e+06 ZonesAtSurface
2275.32 124.982 -21.4784 0 0 1 9 1.0856e+06 44.9438 69932.7 4.16962 8.3597e+06 1.0856e+06 ZonesAtSurface
2325.32 124.993 -21.4501 28 0 1 7 1.34105e+06 23.8598 72963.5 1.31796 5.35413e+06 1.34105e+06 ZonesAtSurface
2375.33 125.001 -21.417 57 0 1 5 100000 5 10000 1.39394 246910 100000 ZonesAtSurface
2425.28 124.997 -21.4002 70 0 1 3 100000 5 10000 1.40582 335771 100000 ZonesAtSurface
2475.24 124.996 -21.2648 70 0 1 1 100000 5 10000 4.23425 125268 100000 ZonesAtSurface
2524.96 125.021 -1.1312 58 59 0 0 847389 42.2149 51752.2 2.10611 1.83132e+06 847389 ZonesAtSurface
2574.87 125.003 -11.2863 101 42 1 1 913108 34.1114 83400.8 1.32681 2.72088e+06 913108 ZonesAtSurface
2624.85 125 -21.2853 63 0 1 2 986138 27.4609 98423.8 2.10772 3.19249e+06 986138 ZonesAtSurface
2674.79 124.993 -31.3452 52 0 1 3 1.21597e+06 22.3046 123991 1.05709 4.14894e+06 1.21597e+06 ZonesAtSurface
2724.75 124.987 -41.3827 33 0 1 4 993028 21.2437 145688 1.02023 6.55384e+06 993028 ZonesAtSurface
2774.7 124.986 -1.3604 26 1 1 4 976547 42.7574 95022.4 1.80511 3.43449e+06 976547 ZonesAtSurface
2824.66 124.981 -11.3957 20 0 1 5 672282 17.5088 55074.4 1.03572 4.76539e+06 672282 ZonesAtSurface
