x y z ShearFailure TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
3274.59 124.987 398.278 2 0 1 4 1.05969e+06 28.5824 120193 1.06646 6.02538e+06 1.05969e+06 ZonesAtSurface
3324.65 124.985 538.199 1 0 1 2 1.14069e+06 38.7749 129128 1.45985 3.90815e+06 1.14069e+06 ZonesAtSurface
3374.7 124.989 578.139 9 0 1 2 963291 39.1608 119598 1.44328 4.15051e+06 963291 ZonesAtSurface
3424.75 124.992 618.077 1 0 2 2 805757 30.6786 70588.7 1.18988 3.67318e+06 805757 ZonesAtSurface
3474.8 124.991 658.019 2 0 2 2 589112 18.5722 123158 1.32221 1.70434e+06 589112 ZonesAtSurface
3524.82 124.993 647.969 7 0 1 3 757889 17.7898 101465 1.04957 3.06221e+06 757889 ZonesAtSurface
3574.9 124.994 737.889 0 0 1 2 1.34376e+06 32.5835 74350.4 1.43982 4.15856e+06 1.34376e+06 ZonesAtSurface
3624.92 124.998 727.84 3 0 1 3 1.17179e+06 23.2043 79474.5 1.0089 4.40216e+06 1.17179e+06 ZonesAtSurface
3674.98 124.997 817.776 7 0 1 2 912870 44.25 118329 2.23963 3.32592e+06 912870 ZonesAtSurface
3725 124.993 907.741 9 0 2 1 875054 24.0902 114281 1.458 2.19519e+06 875054 ZonesAtSurface
3775.01 124.991 957.737 0 9 0 0 1.44905e+06 17.5909 128938 3.21045 1.24543e+06 1.44905e+06 ZonesAtSurface
3825.02 124.994 867.756 7 5 1 1 1.08775e+06 20.2534 52458.1 1.16459 2.74285e+06 1.08775e+06 ZonesAtSurface
3875.07 124.996 777.806 2 0 1 2 587880 44.8539 79958.9 1.64081 3.03857e+06 587880 ZonesAtSurface
3925.11 124.994 737.862 0 0 2 2 1.1794e+06 42.7687 56635.9 2.46641 2.95712e+06 1.1794e+06 ZonesAtSurface
3975.12 124.987 747.914 0 0 1 1 1.17008e+06 32.9811 139158 1.79556 2.68061e+06 1.17008e+06 ZonesAtSurface
4025.18 124.983 707.97 0 3 1 1 1.37185e+06 31.474 74487.1 1.54164 3.23706e+06 1.37185e+06 ZonesAtSurface
4075.31 124.989 568.058 2 0 1 3 1.31349e+06 19.0334 101664 1.12636 4.58298e+06 1.31349e+06 ZonesAtSurface
4125.36 124.987 528.118 0 0 1 3 654257 27.8626 67470.2 1.18514 3.56808e+06 654257 ZonesAtSurface
4175.38 124.987 538.16 2 0 1 2 560704 31.3983 139723 1.31184 2.79493e+06 560704 ZonesAtSurface
4225.42 124.986 498.209 8 0 1 2 658368 20.7259 87755 1.10714 2.82078e+06 658368 ZonesAtSurface
4275.39 124.979 558.252 3 7 0 0 761629 39.5566 105719 2.72468 1.40387e+06 761629 ZonesAtSurface
4325.46 124.98 468.293 0 0 2 1 598058 35.4139 77627.3 1.86814 2.38098e+06 598058 ZonesAtSurface
4375.49 124.979 428.334 0 0 2 1 813725 36.7666 83034.4 1.74935 2.86517e+06 813725 ZonesAtSurface
4425.52 124.983 338.382 0 0 1 2 969508 36.4245 72892.6 1.68329 3.98632e+06 969508 ZonesAtSurface
4475.53 124.981 348.417 0 0 1 1 1.38425e+06 21.1121 124596 1.68101 2.89034e+06 1.38425e+06 ZonesAtSurface
4525.54 124.982 308.451 10 0 1 1 662891 31.491 148217 1.19584 3.36082e+06 662891 ZonesAtSurface
4575.54 124.981 318.482 0 0 0 0 1.16891e+06 22.6669 143708 1.78206 2.24423e+06 1.16891e+06 ZonesAtSurface
4625.54 124.984 228.506 0 0 2 1 616249 41.1009 128204 1.48424 3.6183e+06 616249 ZonesAtSurface
4675.55 124.983 238.528 0 0 0 0 1.324e+06 36.7188 76667.6 1.88105 3.50164e+06 1.324e+06 ZonesAtSurface
4725.53 124.983 198.545 0 10 0 0 1.0739e+06 27.2148 64542.9 1.36878 2.62105e+06 1.0739e+06 ZonesAtSurface
4775.51 124.982 158.558 0 0 0 0 868514 44.4428 64263.4 1.82552 3.19109e+06 868514 ZonesAtSurface
4825.46 124.981 118.584 0 0 0 0 621089 29.4498 122990 1.61638 2.3269e+06 621089 ZonesAtSurface
4875.37 124.98 78.6086 6 0 0 0 866208 40.2141 73926.8 1.41708 3.75696e+06 866208 ZonesAtSurface
4925.22 124.982 38.6009 0 0 0 0 750174 25.7921 97516.8 1.27291 4.75471e+06 750174 ZonesAtSurface
74.9053 174.986 -32.8953 60 0 1 1 1.26573e+06 15.3886 64320.7 1.14395 4.77983e+06 1.26573e+06 ZonesAtSurface
124.81 174.981 -7.8705 61 23 1 1 1.24975e+06 22.8525 93156.6 1.44782 2.61504e+06 1.24975e+06 ZonesAtSurface
174.747 174.98 -32.9131 32 0 1 2 562797 28.6592 91117 1.06276 5.91313e+06 562797 ZonesAtSurface
224.675 174.979 -7.88805 43 0 1 2 826196 18.2013 128723 1.25602 2.34341e+06 826196 ZonesAtSurface
274.624 174.978 -32.9396 33 0 1 3 1.41576e+06 18.2714 98385.8 1.01532 6.40441e+06 1.41576e+06 ZonesAtSurface
324.558 174.978 -7.94271 0 0 1 3 635089 30.2196 92516.5 1.45126 5.77044e+06 635089 ZonesAtSurface
374.551 174.981 -32.9713 20 0 1 4 611570 16.553 51040 1.02046 6.39185e+06 611570 ZonesAtSurface
424.416 174.984 92.0286 1 0 1 2 909973 40.6075 73482 1.94428 3.91882e+06 909973 ZonesAtSurface
474.387 174.981 167.023 0 6 2 1 1.27122e+06 32.4912 132001 1.77346 2.79924e+06 1.27122e+06 ZonesAtSurface
524.381 174.977 242.014 0 0 0 0 656420 40.643 96528 2.71406 1.77564e+06 656420 ZonesAtSurface
574.382 174.976 267 0 0 0 0 640071 24.3677 149680 1.64303 1.56919e+06 640071 ZonesAtSurface
624.384 174.975 291.984 0 0 0 0 718680 16.4538 62013.4 1.68583 1.37346e+06 718680 ZonesAtSurface
674.389 174.974 316.966 0 0 0 0 967525 30.6472 115123 3.61282 1.21201e+06 967525 ZonesAtSurface
