x, y, z, sig1, sig2, sig3, S1-x, S1-y, S1-z, S2-x, S2-y, S2-z, S3-x, S3-y, S3-z, sxx, sxy, sxz, syy, syz, szz
1027.11 2674.29 541.924 -4.30577e+06 -2.65591e+06 -62898.5 0.696796 0.450006 0.558543 -0.540455 0.841365 -0.00363878 -0.471576 -0.299331 0.829468 -2.88031e+06 -151308 -1.65638e+06 -2.75768e+06 -1.05849e+06 -1.38658e+06
1077.12 2674.29 566.857 -2.62017e+06 -1.41477e+06 -142236 0.879764 -0.456626 0.132316 0.365782 0.82793 0.42513 -0.303674 -0.325615 0.895409 -2.23038e+06 610068 -486334 -1.53118e+06 -298188 -415610
1127.14 2674.29 591.834 -2.75115e+06 -2.22827e+06 -881546 0.786425 -0.543918 0.292726 0.535319 0.8366 0.116334 -0.308171 0.0652136 0.949093 -2.42376e+06 196597 -514265 -2.37724e+06 166606 -1.05998e+06
1177.17 2674.3 616.826 -4.03046e+06 -2.04021e+06 -550830 -0.162707 0.947361 -0.275741 0.96764 0.0985811 -0.232282 -0.192872 -0.304612 -0.932744 -2.03749e+06 394284 178647 -3.68825e+06 943077 -895757
1227.2 2674.3 641.826 -1.4296e+06 -1.00712e+06 37866.2 -0.430351 0.82053 -0.376202 0.895661 0.439966 -0.0649737 0.112203 -0.364911 -0.924257 -1.0722e+06 106399 -176769 -1.15241e+06 482856 -174232
1277.22 2674.33 616.796 -1.51654e+06 -886693 -121217 -0.488243 -0.493993 0.719438 0.778381 -0.619281 0.103023 0.394641 0.610297 0.686874 -917621 32450.7 428738 -755284 544732 -851550
1327.27 2674.32 641.945 -6.20278e+06 -2.75049e+06 -340103 0.877065 0.423333 -0.227038 -0.41631 0.905657 0.0804402 0.239672 0.023967 0.970558 -5.26768e+06 -1.26795e+06 1.24814e+06 -3.36779e+06 387877 -657899
1377.29 2674.32 666.984 -5.24313e+06 -4.37079e+06 -313676 0.914717 0.308643 0.260829 -0.297173 0.951177 -0.0833711 -0.273827 -0.0012504 0.961778 -4.79648e+06 -244892 -1.27661e+06 -4.45389e+06 -75105.6 -677237
1427.32 2674.31 691.818 -1.57905e+06 -1.07234e+06 26177.7 0.551793 0.761198 0.340737 0.669793 -0.647912 0.36275 0.496892 0.0280604 -0.867358 -955395 -197516 -568713 -1.36507e+06 -158162 -304743
1477.36 2674.3 716.73 -3.36129e+06 -2.69524e+06 -1.37933e+06 -0.225698 0.673898 0.703507 0.951486 -0.00253334 0.307681 0.209128 0.73882 -0.640633 -2.67162e+06 304623 -70544.4 -2.27942e+06 -938606 -2.48482e+06
1527.41 2674.29 741.666 -3.59313e+06 -2.15442e+06 -1.26554e+06 0.251282 0.266156 0.930601 -0.554934 0.827355 -0.0867835 -0.793036 -0.494615 0.355598 -1.68624e+06 252437 -587096 -2.03888e+06 -512685 -3.28797e+06
1577.42 2674.3 716.687 -6.17409e+06 -2.58166e+06 -834526 -0.375777 0.466113 0.800956 0.405972 0.859751 -0.309862 -0.833053 0.208727 -0.512304 -1.87647e+06 325440 1.82689e+06 -3.28604e+06 -1.52801e+06 -4.42777e+06
1627.48 2674.35 691.801 -1.49844e+06 -112601 287460 0.7526 -0.0987508 -0.651031 -0.129676 0.947102 -0.293567 0.645582 0.305361 0.699984 -730817 181862 859803 -88811.8 -3583.19 -503957
1677.62 2674.3 666.94 -2.12087e+06 -190142 -25451.6 -0.340978 0.234703 0.910301 0.937559 0.014156 0.347538 0.0686821 0.971964 -0.224875 -413843 165507 596740 -140912 -448497 -1.78171e+06
1727.76 2674.15 692.176 -3.64165e+06 -2.17645e+06 480.894 -0.51659 0.0970496 0.850715 0.787771 0.443164 0.427811 -0.335487 0.891172 -0.305387 -2.32244e+06 -577394 866949 -461360 -713426 -3.03382e+06
1777.58 2674.39 617.181 -1.54021e+06 -179016 199561 0.971037 -0.238239 -0.0181718 0.214112 0.901403 -0.376337 0.106038 0.361546 0.926305 -1.45825e+06 329412 61204.3 -206789 120893 145369
1827.78 2674.31 693.27 43052.8 43052.8 43052.8 1 0 0 0 1 0 0 0 1 43052.8 0 0 43052.8 0 43052.8
1877.46 2674.62 567.49 -6.6492e+06 -791710 166225 0.919097 -0.363489 0.152109 0.394004 0.852357 -0.343872 -0.00465765 0.375983 0.926615 -5.73974e+06 1.9552e+06 -823029 -1.43021e+06 657597 -104739
1927.71 2674.84 592.953 161399 161399 161399 1 0 0 0 1 0 0 0 1 161399 0 0 161399 0 161399
1977.67 2674.43 518.088 -4.72249e+06 -3.93731e+06 -189801 0.924559 -0.343446 -0.165034 0.346754 0.93791 -0.00925065 0.157964 -0.0486733 0.986245 -4.51498e+06 220507 703633 -4.02105e+06 -224398 -313574
2027.64 2674.42 480.593 -2.1688e+07 -1.6817e+07 232107 0.672268 0.633325 -0.383347 -0.415427 0.751336 0.512753 0.612761 -0.185455 0.768199 -1.26169e+07 -4.01134e+06 9.28072e+06 -1.81844e+07 -1.24633e+06 -7.47163e+06
2078.82 2673.29 481.198 -1.24174e+08 -9.02393e+07 1.19241e+07 0.143302 0.943954 0.297347 -0.279239 -0.249676 0.927193 0.949468 -0.2159 0.22781 1.16309e+06 -2.55328e+07 2.06518e+07 -1.15715e+08 -1.45496e+07 -8.79376e+07
2129.8 2672.14 380.624 -4.91529e+07 -2.7131e+07 -1.4945e+06 0.549009 0.834777 -0.0416617 -0.368081 0.286227 0.884641 0.750403 -0.470341 0.464407 -1.93326e+07 -1.91409e+07 9.43784e+06 -3.68057e+07 -4.83391e+06 -2.16401e+07
2178.94 2670.78 330.931 -3.14749e+08 -2.21966e+08 -2.19661e+08 0.526234 0.82776 0.194659 0.59828 -0.523089 0.606993 0.604268 -0.202959 -0.770498 -2.46818e+08 -4.06982e+07 -1.05775e+07 -2.85445e+08 -1.45897e+07 -2.24114e+08
2228.91 2670.35 279.975 -9.80465e+08 -9.61933e+08 -9.53603e+08 0.415865 0.902916 0.108622 0.737867 -0.404818 0.540068 0.531609 -0.144447 -0.834582 -9.62784e+08 -7.59845e+06 -4.53309e+06 -9.76868e+08 -813347 -9.56349e+08
2281.28 2667.46 229.519 -6.72335e+08 -6.54851e+08 -6.50801e+08 0.810035 0.304644 0.501034 -0.183617 -0.679699 0.710137 0.556891 -0.667234 -0.494642 -6.65067e+08 -5.81924e+06 -8.21145e+06 -6.5467e+08 -1.33225e+06 -6.58249e+08
2330.94 2667.58 129.56 -6.35278e+08 -6.20087e+08 -6.11995e+08 0.755656 0.567047 0.327783 -0.443353 0.0744755 0.893248 0.482101 -0.820312 0.30768 -6.26881e+08 -9.70945e+06 -2.56232e+06 -6.19526e+08 -4.86594e+06 -6.20953e+08
2378.61 2666.77 29.5827 -1.5069e+07 -7.59912e+06 73669.6 0.597889 0.750044 0.282776 -0.41532 -0.0118625 0.909598 0.685593 -0.661281 0.304416 -6.66289e+06 -6.82843e+06 338429 -8.44617e+06 -3.12889e+06 -7.4854e+06
2428 2667.3 -70.9676 -2.89344e+06 -601319 173377 0.446924 0.470014 0.761148 0.811451 0.145168 -0.566103 -0.37657 0.87064 -0.316514 -949294 -735473 -687386 -520447 -1.03349e+06 -1.85164e+06
2477.87 2670.71 -170.893 9471.33 656287 920583 0.481051 0.716289 0.505491 0.851779 -0.245386 -0.46288 -0.207516 0.653235 -0.728163 517989 -258701 -117348 437205 -359913 631147
2527.99 2673.14 -200.556 -2.45674e+06 -883882 164857 -0.370202 0.614261 0.696874 0.70904 -0.29783 0.639187 0.600178 0.73074 -0.325279 -721671 817618 201032 -917342 -922561 -1.53675e+06
2578.41 2673.55 -160.643 -5.1424e+08 -4.92063e+08 -4.81051e+08 0.956821 -0.127008 -0.261462 0.276225 0.677378 0.681805 0.0905139 -0.724588 0.683213 -5.12276e+08 1.97283e+06 6.22897e+06 -4.86639e+08 -6.1876e+06 -4.88439e+08
2628.55 2673.58 -71.2879 -6.25411e+08 -6.04338e+08 -5.93244e+08 0.368768 0.913362 0.172569 -0.195345 -0.105356 0.975059 0.908763 -0.393281 0.139569 -5.98041e+08 -1.10628e+07 66110.1 -6.20201e+08 -3.93041e+06 -6.04749e+08
2677.95 2673.36 -80.8308 -5.04345e+08 -4.88915e+08 -4.79607e+08 -0.521512 0.616249 0.590137 0.791359 0.607941 0.0644938 -0.319024 0.500645 -0.804723 -4.92164e+08 3.47235e+06 7.13824e+06 -4.92442e+08 -9.3612e+06 -4.88261e+08
2727.83 2673.44 -40.9865 -2.20069e+08 -2.0235e+08 -1.9506e+08 -0.479921 0.172986 0.860088 0.70819 -0.502266 0.496182 0.517825 0.847234 0.118541 -2.04476e+08 4.66923e+06 7.76152e+06 -1.97647e+08 -1.90418e+06 -2.15355e+08
2778.26 2670.8 48.0485 -7.01823e+08 -6.76555e+08 -6.69946e+08 -0.187855 0.760786 0.621221 0.90437 0.380724 -0.19278 -0.383178 0.525599 -0.759553 -6.76476e+08 2.27998e+06 4.8724e+06 -6.89354e+08 -1.45805e+07 -6.82493e+08
2827.59 2673.27 37.8872 -6.07074e+08 -5.7943e+08 -5.72335e+08 -0.168316 0.543153 0.82259 -0.567887 0.628666 -0.531304 -0.805714 -0.556565 0.202635 -5.75608e+08 5.7088e+06 2.66904e+06 -5.85388e+08 -1.31511e+07 -5.97844e+08
2877.54 2672.11 76.806 -5.92505e+08 -5.66757e+08 -5.55455e+08 -0.12567 0.470276 0.873526 0.718782 -0.563725 0.406898 0.683783 0.67901 -0.267183 -5.61879e+08 6.76921e+06 761578 -5.67241e+08 -1.26274e+07 -5.85597e+08
2927.92 2670.78 115.892 -4.29422e+08 -4.06336e+08 -3.97331e+08 -0.279368 0.432476 0.857274 0.678982 -0.542314 0.494852 0.678923 0.720319 -0.142138 -4.03987e+08 7.19346e+06 4.65992e+06 -4.05981e+08 -9.48122e+06 -4.23121e+08
2979 2670.13 155.308 -5.95834e+08 -5.74055e+08 -5.65905e+08 -0.478598 0.370116 0.796215 0.806515 -0.173166 0.565285 0.347099 0.912703 -0.215627 -5.78062e+08 6.43987e+06 7.68906e+06 -5.70249e+08 -8.02202e+06 -5.87483e+08
3030.43 2670.08 195.338 -6.36008e+08 -6.16388e+08 -6.10129e+08 -0.561898 0.278038 0.77908 0.746561 -0.235164 0.62237 0.356255 0.931339 -0.0754342 -6.21788e+08 5.14198e+06 8.4204e+06 -6.12476e+08 -4.68958e+06 -6.28261e+08
3080.43 2670.36 236.167 -6.25652e+08 -6.05937e+08 -5.9643e+08 -0.667809 0.230884 0.707619 0.671747 -0.222536 0.706565 0.320605 0.947191 -0.00648413 -6.13752e+08 5.92686e+06 9.29639e+06 -5.98459e+08 -3.2793e+06 -6.15809e+08
3129.42 2671.42 276.482 -1.74159e+08 -1.53538e+08 -1.37012e+08 -0.598877 0.158226 0.785054 0.676543 -0.42459 0.601675 0.428527 0.891453 0.14723 -1.57899e+08 8.26693e+06 1.07378e+07 -1.40921e+08 -392583 -1.65889e+08
3179.77 2672.64 316.953 -2.34926e+08 -2.07505e+08 -2.03126e+08 -0.64769 -0.104243 0.754739 0.733052 -0.35528 0.580009 0.207681 0.928929 0.306527 -2.1882e+08 -1.00655e+06 1.36833e+07 -2.04024e+08 3.40437e+06 -2.22714e+08
3229.32 2673.71 358.441 -6.11404e+08 -5.85864e+08 -5.81592e+08 0.911592 0.0272028 -0.410195 0.391703 -0.36033 0.8466 -0.124776 -0.932428 -0.33913 -6.07021e+08 -136257 9.73079e+06 -5.82168e+08 1.63597e+06 -5.8967e+08
3278.47 2674.26 399.751 -3.30307e+07 -2.31472e+07 -1.36535e+07 0.492915 0.837568 -0.235615 -0.375222 0.44895 0.810957 0.785012 -0.311325 0.535569 -1.96981e+07 -6.40058e+06 5.13925e+06 -2.91605e+07 367505 -2.09728e+07
3328.09 2674.27 390.675 -1.5689e+06 64776.4 1.44774e+06 0.245217 0.967497 0.0617959 0.944638 -0.224117 -0.239645 -0.218006 0.11714 -0.968892 32268.5 -422902 267361 -1.44545e+06 -254634 1.3568e+06
3377.79 2674.43 380.577 -1.70211e+07 -1.27178e+07 -383692 0.486305 0.822339 -0.295406 0.860939 -0.508706 0.00118555 -0.1493 -0.254904 -0.955371 -1.34606e+07 -1.25151e+06 2.3775e+06 -1.48264e+07 4.04907e+06 -1.83557e+06
3427.49 2674.26 369.997 -1.56418e+07 -1.07561e+07 -142131 0.944551 -0.135465 0.299121 0.129306 0.990782 0.040386 -0.301834 0.000531556 0.95336 -1.4148e+07 623442 -4.43462e+06 -1.08457e+07 203350 -1.54625e+06
3477.51 2674.38 410.079 -1.30292e+07 -996492 -108999 -0.362917 0.911483 -0.193621 0.849234 0.409056 0.333878 0.383527 -0.0432595 -0.922516 -2.45076e+06 3.96561e+06 -1.15952e+06 -1.09916e+07 2.15898e+06 -692300
3527.78 2674.42 450.098 -1.01646e+07 -5.88006e+06 -71986.5 0.264896 0.963874 -0.0278692 0.891186 -0.233677 0.388823 0.368264 -0.127834 -0.920891 -5.39302e+06 -1.36738e+06 -1.93807e+06 -9.7657e+06 798827 -957908
3577.79 2674.3 389.526 -6.869e+06 -3.62279e+06 709023 0.0418059 0.997294 -0.0604649 0.960508 -0.0234539 0.277261 0.275092 -0.0696682 -0.95889 -3.30065e+06 -218364 -1.13445e+06 -6.83043e+06 485134 348316
3627.84 2674.33 429.762 -1.23988e+07 -7.2792e+06 -86861.3 -0.036673 0.992818 -0.113872 0.975803 0.0601549 0.210213 0.215553 -0.103407 -0.971001 -6.95191e+06 26086.2 -1.52675e+06 -1.22486e+07 1.30096e+06 -564332
3677.88 2674.3 419.438 -3.70668e+06 -2.57875e+06 -35006.2 -0.0870854 0.96078 -0.263281 0.980637 0.129211 0.147158 0.175405 -0.245368 -0.953429 -2.50904e+06 -15105.8 -451268 -3.4668e+06 880404 -344602
3727.89 2674.28 459.394 -4.45751e+06 -3.59802e+06 -147680 0.676016 0.21078 0.706098 0.0523792 0.942049 -0.331362 -0.735023 0.260991 0.6258 -2.12673e+06 -784362 -1.99734e+06 -3.40118e+06 435617 -2.6753e+06
3777.85 2674.13 858.707 -6.40769e+06 -2.03769e+06 -299104 0.143121 -0.115321 0.982964 0.950239 -0.26166 -0.169054 0.276698 0.958246 0.0721335 -1.9941e+06 533104 -580081 -499376 615541 -6.25102e+06
3828.28 2674.26 868.531 -9.86899e+06 -5.82365e+06 -1.63297e+06 0.0193032 -0.18024 0.983433 0.921927 -0.377405 -0.0872654 0.386881 0.908339 0.158883 -5.19791e+06 1.48676e+06 180802 -2.49743e+06 1.32185e+06 -9.63027e+06
3878 2674.4 729.208 -592120 158306 352823 0.857848 0.404273 -0.31727 -0.0473721 0.676952 0.734502 0.511715 -0.615061 0.599873 -343000 -321473 263952 109245 24483.5 152764
3928.04 2674.35 739.237 -3.11702e+07 -2.73292e+07 -1.62557e+07 0.58316 -0.0355668 0.811579 0.268687 0.951258 -0.151377 -0.766637 0.306338 0.564292 -2.21272e+07 -2.52096e+06 -6.60836e+06 -2.62949e+07 2.02509e+06 -2.6333e+07
3978.09 2674.31 749.363 -5.39633e+06 -4.38564e+06 -4895.93 0.752284 -0.648698 0.115149 0.64259 0.683861 -0.345561 0.145419 0.333954 0.931305 -4.86498e+06 705965 505728 -4.32238e+06 1.43796e+06 -599498
4028.18 2674.29 709.231 -371573 -163055 71465.7 0.492799 0.819867 -0.291491 0.865707 -0.428176 0.25926 0.0877495 -0.380109 -0.92077 -211888 -92069.9 11004.4 -269333 131913 18058.6
4078.31 2674.29 619.235 -4.44493e+06 -2.88045e+06 -582244 0.407729 0.909217 -0.0841504 -0.224229 0.189036 0.956027 0.885143 -0.370931 0.280948 -1.33994e+06 -1.33454e+06 625194 -3.85756e+06 -119801 -2.71013e+06
4128.41 2674.3 579.31 -5.2072e+06 -3.98108e+06 -1.62544e+06 -0.0140169 0.753866 -0.656878 -0.520472 0.555428 0.648543 0.853764 0.350977 0.384581 -2.26426e+06 718827 762163 -4.38772e+06 925136 -4.16173e+06
4178.43 2674.28 539.466 -2.00884e+06 -723327 53362.8 0.854701 0.197666 -0.480015 0.311027 0.545342 0.778373 0.41563 -0.814574 0.404625 -1.52824e+06 -480138 658027 -258197 -134022 -892367
4228.54 2674.26 549.548 -1.47468e+07 -7.66282e+06 -4.71125e+06 0.00597677 -0.304143 0.952608 0.181994 0.937046 0.298033 -0.983282 0.171587 0.0609527 -4.80937e+06 -485108 -217231 -8.23121e+06 2.08329e+06 -1.40803e+07
4278.49 2674.22 459.772 -3.35302e+06 -3.04816e+06 33972.8 -0.0107656 0.984013 0.177769 0.957185 0.0615717 -0.282854 -0.289278 0.167112 -0.942545 -2.79027e+06 -145767 840949 -3.25727e+06 -538798 -319652
4328.67 2674.13 469.816 -552184 -390229 300361 0.452159 0.808405 -0.376875 0.242198 0.295378 0.924171 0.858425 -0.50915 -0.0622358 85550.9 -361033 -9296.34 -317045 71225.3 -410558
4378.7 2674.18 379.869 -1.74295e+07 -1.19925e+07 -5.97862e+06 0.126071 0.965996 0.225738 0.779774 0.0441688 -0.624501 -0.613236 0.254756 -0.747691 -9.81734e+06 -1.60166e+06 2.60269e+06 -1.66757e+07 -2.33112e+06 -8.90755e+06
4428.94 2674.18 290.023 -1.76572e+07 -1.44655e+07 -248956 0.102898 0.993927 -0.0389914 -0.692388 0.0997139 0.714602 0.714151 -0.0465337 0.698444 -7.24868e+06 -798872 7.10391e+06 -1.75878e+07 -338358 -7.53517e+06
4478.77 2674.15 250.346 -1.29967e+07 -1.16894e+07 -613817 0.885352 0.180739 -0.428352 -0.124178 0.9798 0.156756 0.448031 -0.0855928 0.889911 -1.04909e+07 -633922 4.9117e+06 -1.16509e+07 -742413 -3.15805e+06
4528.64 2674.39 210.017 -1.25088e+07 -4.68501e+06 -1.92257e+06 0.776591 -0.479357 0.408807 -0.278815 0.320385 0.905326 -0.56495 -0.81705 0.115156 -8.52178e+06 4.18763e+06 -2.66357e+06 -4.63866e+06 1.27327e+06 -5.95591e+06
4578.63 2674.93 220.211 -1.16012e+07 -793674 562813 0.903757 -0.257296 -0.342083 0.416185 0.341372 0.842766 -0.100063 -0.904026 0.4156 -9.60747e+06 2.63583e+06 3.28486e+06 -400542 -1.4609e+06 -1.82409e+06
4628.64 2674.37 180.182 -8.39911e+06 -3.4017e+06 -1.36549e+06 0.615474 0.784021 0.0806472 -0.00657924 -0.0972094 0.995242 0.78813 -0.613076 -0.0546716 -4.02997e+06 -3.39533e+06 -335789 -5.70822e+06 -247732 -3.42812e+06
4678.75 2674.32 90.0099 -5.01181e+07 -3.79287e+07 -1.81833e+07 0.906212 0.145152 -0.397127 -0.101995 0.986537 0.127838 0.410337 -0.0753431 0.908816 -4.46142e+07 -2.21383e+06 1.17502e+07 -3.80734e+07 -649389 -2.35424e+07
4728.4 2674.32 49.9839 -8.64059e+06 -7.914e+06 -732225 0.96141 -0.173731 -0.213327 0.189733 0.98019 0.0568212 0.19923 -0.0951036 0.975327 -8.30053e+06 -14717.4 1.54454e+06 -7.87098e+06 -693089 -1.11531e+06
4778.23 2674.33 9.67836 -2.26731e+06 -1.42944e+06 706514 -0.407948 0.895256 0.179151 0.909203 0.380464 0.169104 0.0832309 0.231871 -0.969179 -1.55408e+06 347228 -111062 -1.98614e+06 -614383 549988
4828.08 2674.32 19.7511 -3.7892e+07 -3.18567e+07 -2.85864e+07 0.820166 0.226476 -0.525391 -0.532544 0.637831 -0.556388 0.209103 0.736125 0.643736 -3.57735e+07 -617643 3.04085e+06 -3.03942e+07 2.26785e+06 -3.21675e+07
4877.96 2674.34 29.7931 -4.74349e+07 -4.06712e+07 -3.5343e+07 0.445499 -0.146708 0.88318 0.794854 -0.389148 -0.465587 0.411993 0.909418 -0.0567536 -4.11092e+07 2.43839e+06 -2.78583e+06 -3.64101e+07 601379 -4.59298e+07
4927.95 2674.35 39.9067 -3.48805e+07 -2.84876e+07 -2.63613e+07 -0.0409692 0.00835348 0.999125 -0.342224 0.939363 -0.0218867 -0.938725 -0.342821 -0.0356262 -2.66246e+07 686476 332793 -2.82382e+07 -27385.9 -3.48666e+07
77.7523 2724.31 -31.6273 -4.63531e+07 -4.14054e+07 -3.30246e+07 -0.489411 -0.483261 0.725904 0.65557 0.345039 0.671697 -0.57507 0.804616 0.147945 -3.98189e+07 -5.0481e+06 1.04472e+06 -3.71351e+07 2.73332e+06 -4.38291e+07
127.636 2724.32 -6.56191 -9.38421e+06 -5.82963e+06 -2.58045e+06 0.119622 -0.613791 0.780354 -0.0476393 0.781543 0.622029 -0.991676 -0.111584 0.0642492 -2.68518e+06 620525 -538830 -7.12832e+06 1.67926e+06 -7.98078e+06
177.64 2724.37 -31.3786 -3.95967e+07 -2.99167e+07 -2.55762e+07 -0.238863 -0.048399 0.969846 -0.233398 0.97234 -0.00896018 -0.942587 -0.228501 -0.243552 -2.66126e+07 822947 3.23892e+06 -2.97127e+07 695932 -3.87643e+07
227.643 2724.34 -6.29595 -8.04493e+07 -6.45196e+07 -6.10235e+07 0.311707 -0.0166461 0.950033 -0.142171 0.987774 0.0639537 -0.939482 -0.155001 0.305529 -6.29816e+07 591758 -5.72081e+06 -6.444e+07 86351.8 -7.85708e+07
277.451 2724.29 -31.538 -5.80815e+07 -4.64587e+07 -4.18128e+07 0.965432 0.0560547 0.254557 0.0368248 0.937475 -0.346099 -0.258041 0.343509 0.903004 -5.69825e+07 -1.0408e+06 -3.93894e+06 -4.5947e+07 1.27526e+06 -4.34235e+07
328.313 2724.33 -5.92285 -2.03273e+06 -1.7295e+06 195682 -0.113104 0.957124 0.266687 -0.0766112 -0.276011 0.958096 0.990625 0.0879334 0.104544 155876 200526 208527 -1.9924e+06 -59701.1 -1.73003e+06
377.209 2724.11 -30.9824 -1.22889e+06 -1.02674e+06 236384 -0.471981 0.881498 -0.013953 0.755327 0.412486 0.509251 0.45466 0.229818 -0.860505 -810662 216087 -495510 -1.1171e+06 -247307 -91474.9
427.11 2724.06 -6.0026 -217842 107585 116336 0.874846 -0.480995 -0.0573408 -0.0234248 -0.160245 0.986799 -0.483834 -0.861955 -0.151457 -139434 140588 16966.1 38797 -7833.12 106716
477.172 2724.13 19.2941 -7.89513e+06 -5.11049e+06 -359232 0.988151 -0.112017 0.104926 0.10714 0.992933 0.0510349 -0.109901 -0.0391885 0.99317 -7.77215e+06 328695 -807321 -5.13813e+06 -152193 -454573
526.787 2724.19 43.7515 -3.7877e+06 -3.05733e+06 -423312 0.744223 0.0729368 0.663937 -0.126917 0.991352 0.0333592 -0.655763 -0.109092 0.747044 -2.32917e+06 148787 -1.65125e+06 -3.02987e+06 -250031 -1.90931e+06
576.6 2724.17 118.357 -7.66049e+06 -1.46885e+06 -656727 -0.0222513 0.998627 -0.0474338 0.301761 0.0519414 0.951968 0.953124 0.00686888 -0.302502 -734146 142900 -240689 -7.64345e+06 291602 -1.40847e+06
626.899 2724.38 193.491 -8.0937e+06 -4.01759e+06 -3.06871e+06 0.794168 -0.259825 0.549352 0.45842 0.84958 -0.260891 -0.398933 0.459025 0.793819 -6.43739e+06 667326 -2.07881e+06 -4.09283e+06 927560 -4.64977e+06
676.761 2724.51 268.114 -2.32174e+06 -1.5796e+06 -53998.6 0.449411 0.739131 -0.501712 0.325135 0.387769 0.862509 0.832056 -0.550746 -0.0660498 -673291 -945627 83491.7 -1.52229e+06 330705 -1.75975e+06
726.869 2724.3 293.111 -1.19705e+07 -9.97238e+06 -6.31382e+06 0.537681 0.8065 0.245879 0.790894 -0.583503 0.184424 0.292209 0.0953031 -0.951594 -1.02377e+07 -764599 -1.28148e+06 -1.12388e+07 -728033 -6.78024e+06
776.946 2724.28 368 -1.86954e+07 -1.53352e+07 -1.48867e+07 -0.15682 0.945722 -0.284634 -0.319005 0.224248 0.920841 0.934689 0.235206 0.266524 -1.5026e+07 596944 -38263.4 -1.83157e+07 932631 -1.55755e+07
827.03 2724.31 442.964 -4.87667e+06 -801417 -413670 0.962664 0.265908 0.0506988 -0.232477 0.716167 0.658072 0.138678 -0.645289 0.751246 -4.57059e+06 -1.07788e+06 -158501 -928109 -242908 -593059
877.036 2724.3 467.941 -3.41697e+06 -1.27155e+06 207654 0.877393 -0.212365 -0.430212 0.269457 0.960037 0.0756416 0.396956 -0.182291 0.899553 -2.69005e+06 292712 1.33802e+06 -1.31915e+06 -438570 -471662
927.06 2724.29 492.935 -3.27371e+06 -1.92199e+06 -448680 0.839703 0.352696 -0.412922 -0.0957166 0.844602 0.526769 0.534544 -0.402806 0.742974 -2.45411e+06 -717554 1.05381e+06 -1.85109e+06 -244064 -1.33918e+06
977.085 2724.28 517.917 -3.02037e+06 -1.29528e+06 -863356 0.77601 0.550758 -0.307365 0.604309 -0.509708 0.61238 0.180607 -0.660956 -0.728367 -2.32003e+06 -788855 354649 -1.62987e+06 499967 -1.22911e+06
1027.13 2724.32 542.919 -2.57698e+06 -1.65272e+06 -188403 0.146196 -0.613992 0.775655 0.89275 -0.255896 -0.370829 0.426173 0.74668 0.510731 -1.40652e+06 548932 213916 -1.18475e+06 998594 -1.82683e+06
1077.1 2724.35 567.9 -5.26555e+06 -3.04333e+06 -253897 0.97374 0.0797445 0.213241 -0.139392 -0.531729 0.835365 0.180002 -0.843152 -0.50665 -5.05999e+06 -595906 -715815 -1.07444e+06 1.15381e+06 -2.42835e+06
1127.15 2724.39 592.909 -5.71476e+06 -584869 344916 -0.126478 -0.471262 0.872878 0.85149 0.399842 0.339252 -0.508889 0.786154 0.350704 -426145 -677739 400401 -1.14951e+06 2.36655e+06 -4.37905e+06
1177.12 2724.48 617.878 -4.22168e+06 -2.99294e+06 -336355 0.982052 0.0507677 0.181651 -0.149686 -0.376178 0.914377 0.114754 -0.925156 -0.361827 -4.14299e+06 -343297 -329499 -722301 877951 -2.68569e+06
1227.16 2724.33 592.809 -1.32052e+06 -544597 -261213 0.984408 -0.106179 0.14024 0.132377 0.9722 -0.193142 -0.115834 0.208695 0.971097 -1.29271e+06 74251.9 -138997 -541003 68985.5 -292618
1277.36 2724.29 667.907 -3.1284e+06 -2.65654e+06 -614673 0.195064 0.979747 -0.0452374 -0.434793 0.127725 0.891426 0.87915 -0.154216 0.450902 -1.09633e+06 -367014 813581 -3.06092e+06 -121071 -2.24237e+06
1327.26 2724.28 642.91 -1.39656e+06 -1.11311e+06 265532 0.774147 0.611365 0.164099 -0.632271 0.734331 0.246964 0.030482 -0.294942 0.955029 -1.2817e+06 -146548 4125.2 -1.09912e+06 -416770 136689
1377.26 2724.26 667.857 -5.87629e+06 -3.01922e+06 -761662 0.138679 0.790738 0.596239 0.936781 -0.300045 0.180038 0.321262 0.533578 -0.782359 -2.84116e+06 73683.3 -803658 -4.16291e+06 -2.28944e+06 -2.65309e+06
1427.32 2724.27 692.773 -520168 -334666 43499.5 0.00431677 0.5093 0.860578 0.889276 -0.395548 0.229629 0.45735 0.764301 -0.454616 -255569 131781 -79316.8 -161875 -212703 -393890
1477.38 2724.4 767.669 -2.87409e+06 -2.15026e+06 149478 0.588418 -0.27673 0.759727 0.807508 0.24897 -0.534737 -0.0411716 0.928135 0.369961 -2.39698e+06 29984.5 -358610 -224617 941846 -2.25328e+06
1527.32 2724.31 692.738 -9.38855e+06 -6.38214e+06 -2.67596e+06 0.932342 0.314447 -0.178495 -0.358598 0.867372 -0.345069 0.046316 0.385731 0.921448 -8.98755e+06 -815184 658495 -6.12797e+06 1.48603e+06 -3.33114e+06
1577.41 2724.3 717.698 -3.78121e+06 -1.29679e+06 -473436 -0.0872797 -0.643211 0.760699 -0.221137 0.757071 0.61477 -0.971329 -0.114562 -0.208315 -538898 -47852.2 331549 -2.31384e+06 1.23525e+06 -2.6987e+06
