x, y, z, sig1, sig2, sig3, S1-x, S1-y, S1-z, S2-x, S2-y, S2-z, S3-x, S3-y, S3-z, sxx, sxy, sxz, syy, syz, szz
3827.76 974.469 635.257 -9.11575e+07 -9.04504e+07 -9.00932e+07 0.689739 0.692832 0.210342 -0.679753 0.719668 -0.141472 -0.249392 -0.0454017 0.967338 -9.07646e+07 -333843 -188773 -9.07891e+07 -118733 -9.01474e+07
3877.86 974.967 794.651 -8.83158e+06 -5.62287e+06 -971042 0.0441468 -0.194186 0.979971 0.996731 -0.0578738 -0.0563698 0.0676608 0.979256 0.190996 -5.60783e+06 335725 -78701.6 -1.28303e+06 1.48066e+06 -8.53464e+06
3927.96 974.886 804.816 -1.13338e+07 -7.43635e+06 -159370 -0.424665 0.15033 0.892783 0.892335 -0.0971139 0.440804 0.152967 0.983855 -0.0929035 -7.96893e+06 1.34398e+06 1.37422e+06 -480530 -1.18822e+06 -1.048e+07
3978.04 974.766 765.079 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0
4028.21 974.572 725.141 -1.74322e+07 -1.73235e+07 -1.68331e+07 0.29509 0.915064 0.27492 0.26772 -0.355393 0.895557 0.917196 -0.190668 -0.349853 -1.69204e+07 -115103 -166197 -1.73967e+07 5393.36 -1.72717e+07
4078.33 974.669 685.17 -2.64246e+07 -2.63315e+07 -2.61998e+07 0.4838 0.609893 0.627668 0.735699 -0.671857 0.0857625 0.47401 0.420283 -0.773742 -2.63237e+07 -1216.9 -76587.9 -2.63429e+07 -78477.5 -2.62893e+07
4128.34 974.784 645.24 -6.15416e+06 -5.94094e+06 -5.57186e+06 -0.319546 0.554702 0.768242 0.707904 0.678687 -0.19559 -0.62989 0.481342 -0.609547 -5.81627e+06 -74107.2 194051 -5.92103e+06 -199152 -5.92965e+06
4178.37 974.759 605.351 -8.71764e+07 -7.44997e+07 -6.45955e+07 0.164899 0.986001 0.024694 0.778263 -0.114695 -0.617375 -0.6059 0.121023 -0.786281 -7.12084e+07 -2.78737e+06 4.66681e+06 -8.66789e+07 -1.25112e+06 -6.83843e+07
4228.41 974.471 615.433 -3.94402e+07 -3.87641e+07 -3.8714e+07 0.572437 0.646442 0.504409 0.788877 -0.266459 -0.55378 -0.223582 0.714921 -0.662495 -3.89831e+07 -258193 -187782 -3.9021e+07 -244197 -3.89141e+07
4278.6 974.692 525.433 -5.71432e+07 -5.14785e+07 -4.00251e+07 0.877871 0.395008 -0.27076 -0.0664479 0.660383 0.747983 0.474264 -0.638642 0.605979 -5.32679e+07 -5.43341e+06 4.63811e+06 -4.76909e+07 -3.82666e+06 -4.7688e+07
4328.6 974.589 485.556 -5.63092e+07 -4.4691e+07 -3.86213e+07 0.509537 0.844915 0.162759 0.148 -0.272396 0.950735 0.847625 -0.460346 -0.263843 -4.33465e+07 -7.37021e+06 -2.32094e+06 -5.16987e+07 -860483 -4.45762e+07
4378.69 974.42 445.38 -1.73182e+07 -1.71682e+07 -1.65614e+07 0.725989 0.542744 0.422338 -0.42025 0.836246 -0.352254 -0.544362 0.0782448 0.835193 -1.70674e+07 -84946.1 -321840 -1.72086e+07 5266.76 -1.67717e+07
4428.85 974.45 305.939 -1.28384e+07 -1.11645e+07 -496301 0.730589 0.600662 -0.324721 -0.242566 0.672852 0.698879 0.63828 -0.431827 0.637279 -7.71174e+06 -3.67502e+06 4.73654e+06 -9.77909e+06 -2.60933e+06 -7.00838e+06
4478.66 974.515 266.114 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0
4528.65 974.718 225.737 -1.24608e+07 -1.2247e+07 -1.15008e+07 0.343937 0.349927 0.871354 0.387806 0.792192 -0.47121 -0.855169 0.499983 0.13676 -1.17266e+07 -344785 -151347 -1.20866e+07 -14169.3 -1.23954e+07
4578.86 974.595 235.442 -830236 -203117 -40.8294 0.400106 -0.404406 0.822418 -0.0228421 0.892697 0.450077 -0.916184 -0.198864 0.347936 -133048 138471 -271092 -297648 194523 -602698
4628.88 974.81 145.858 -3.03161e+07 -2.93673e+07 -2.50037e+07 0.706123 0.705842 0.0563731 -0.386754 0.317768 0.865705 0.593137 -0.633097 0.49737 -2.83052e+07 -2.11151e+06 1.24952e+06 -2.8091e+07 -1.41178e+06 -2.82908e+07
4679.65 974.761 105.527 -1.52172e+07 -1.34047e+07 -4.83343e+06 -0.347738 0.868253 0.353857 0.245282 -0.280023 0.928129 0.904939 0.409541 -0.115592 -6.60473e+06 3.72383e+06 -673560 -1.33335e+07 -962631 -1.35171e+07
4729.1 974.887 16.8549 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0
4778.64 974.671 -23.215 1.16108e-13 1.16108e-13 1.16108e-13 1 0 0 0 1 0 0 0 1 1.16108e-13 -9.97133e-31 -3.95281e-30 1.16108e-13 -1.25764e-29 1.16108e-13
4827.84 974.277 -14.1603 -1.03318e+08 -1.02704e+08 -1.02178e+08 -0.0365256 -0.698741 0.714441 0.991563 0.0636341 0.112929 -0.124371 0.712539 0.690522 -1.02697e+08 -62311.1 -29184.5 -1.02737e+08 565416 -1.02767e+08
4878.13 974.259 -4.00328 -1.02224e+08 -1.02126e+08 -1.01146e+08 0.751348 0.0822254 0.654764 -0.64497 -0.118404 0.754979 0.139605 -0.989555 -0.03593 -1.02162e+08 -141351 -53162.3 -1.01167e+08 29539.3 -1.02166e+08
4927.98 974.236 5.89539 -2.5284e+07 -2.49544e+07 -2.46482e+07 0.0729268 -0.0110349 0.997276 0.840713 0.538627 -0.055518 -0.536548 0.842472 0.0485576 -2.4868e+07 -138154 -31948.4 -2.47371e+07 16154 -2.52814e+07
77.7851 1024.37 -15.7251 -2.47624e+07 -2.03895e+07 -1.65764e+07 0.0866759 0.960385 -0.264854 0.973905 -0.137659 -0.180444 -0.209755 -0.242302 -0.947255 -2.02546e+07 -170207 858023 -2.41989e+07 1.98749e+06 -1.72748e+07
128.029 1024.25 -40.4769 -9.61907e+07 -8.19466e+07 -7.00113e+07 0.437581 0.0589859 0.897242 0.546328 0.775103 -0.317398 -0.714177 0.629076 0.306945 -7.85865e+07 -5.72981e+06 -8.20883e+06 -7.72729e+07 1.55072e+06 -9.22892e+07
177.598 1024.3 -15.5034 -6.73432e+07 -5.22461e+07 -5.0234e+07 0.682862 -0.0931821 0.72458 0.729242 0.146199 -0.668455 -0.0436445 0.984857 0.167786 -5.92821e+07 874145 -7.48458e+06 -5.04256e+07 1.35181e+06 -6.01157e+07
227.409 1024.36 -40.4632 -1.39918e+08 -1.259e+08 -1.22437e+08 -0.425654 0.259396 0.86691 0.641505 -0.589172 0.491271 0.638193 0.765238 0.0843799 -1.27029e+08 3.23884e+06 5.35929e+06 -1.24815e+08 -2.92876e+06 -1.3641e+08
277.276 1024.35 -15.5266 -8.48554e+07 -7.01507e+07 -6.81446e+07 0.337757 0.252603 0.906704 -0.199025 0.9607 -0.193507 -0.919951 -0.115098 0.374757 -7.01305e+07 -1.04217e+06 -5.19487e+06 -7.10624e+07 -3.45445e+06 -8.19579e+07
327.279 1024.44 -40.6071 -8.47691e+07 -7.38334e+07 -6.59416e+07 0.0409381 0.495515 0.867634 0.988549 -0.146313 0.0369178 0.14524 0.856187 -0.495831 -7.36852e+07 759517 -956747 -7.07334e+07 -8.0518e+06 -8.01255e+07
377.654 1024.24 -15.5378 -6.13873e+07 -5.50076e+07 -3.52979e+07 -0.140328 0.373987 0.916756 0.0581438 0.927433 -0.369443 -0.988396 0.00146049 -0.15189 -3.58783e+07 306357 3.77969e+06 -5.58999e+07 -2.19166e+06 -5.99146e+07
427.354 1024.58 -39.9356 -4.61728e+06 -3.08778e+06 308559 0.357457 0.907982 0.218618 0.916192 -0.29552 -0.270665 -0.181153 0.297048 -0.937521 -3.17176e+06 -679183 457291 -4.04907e+06 -1.24945e+06 -175682
476.903 1024.75 -15.0062 -6.58529e+07 -6.10944e+07 -3.03237e+07 0.774468 -0.59091 0.225887 0.473816 0.778414 0.411788 -0.419164 -0.211888 0.882839 -5.85422e+07 4.9106e+06 -1.22193e+07 -6.13745e+07 -5.1209e+06 -3.73543e+07
526.419 1024.66 59.3348 -6.01759e+07 -4.88334e+07 -3.05505e+07 -0.354546 0.911122 0.210128 0.144165 -0.168773 0.975055 0.923858 0.375994 -0.0715141 -3.46545e+07 1.00149e+07 -362920 -5.56646e+07 -2.66314e+06 -4.92407e+07
576.701 1024.58 134.283 -8.39242e+07 -7.07595e+07 -5.73747e+07 -0.129024 0.841038 0.525364 0.10428 -0.515347 0.850613 0.986143 0.164534 -0.0212114 -5.79622e+07 3.6003e+06 612386 -7.97091e+07 -5.86355e+06 -7.4387e+07
627.016 1024.44 209.167 -4.96142e+07 -3.8992e+07 -3.44261e+07 0.608771 -0.584952 -0.535937 0.472017 -0.275905 0.837303 -0.63765 -0.762697 0.108145 -4.10721e+07 6.00317e+06 3.15079e+06 -3.99706e+07 -3.70666e+06 -4.19896e+07
677 1024.57 234.172 -5.43061e+07 -4.32274e+07 -3.77778e+07 -0.515732 0.65917 0.547281 0.801512 0.145556 0.579993 0.302654 0.737773 -0.6034 -4.56749e+07 4.98309e+06 2.13177e+06 -4.50749e+07 -6.42264e+06 -4.45615e+07
726.967 1024.59 259.105 -4.96714e+07 -3.87333e+07 -3.16768e+07 0.663977 -0.608675 -0.434338 0.746997 0.513826 0.421874 -0.0336096 -0.604564 0.795847 -4.35475e+07 4.56398e+06 2.9657e+06 -4.02065e+07 -6.28688e+06 -3.63273e+07
776.95 1024.6 284.039 -5.6009e+07 -4.45642e+07 -3.76692e+07 -0.455297 0.704416 0.544521 0.888373 0.318796 0.330397 0.0591455 0.634166 -0.770931 -4.69125e+07 3.92916e+06 2.52297e+06 -4.74702e+07 -7.76083e+06 -4.38597e+07
827.046 1024.44 358.997 -4.55047e+07 -3.70229e+07 -3.03919e+07 -0.656354 0.691874 0.300849 0.640206 0.299784 0.707295 0.399169 0.65684 -0.639707 -3.96203e+07 5.59026e+06 -18406.5 -3.82222e+07 -4.55172e+06 -3.50771e+07
877.044 1024.37 433.999 -4.35155e+07 -3.37752e+07 -3.08179e+07 -0.621015 0.726635 0.293841 0.647808 0.264791 0.714304 0.441232 0.633946 -0.635159 -3.69559e+07 5.22255e+06 948625 -3.77296e+07 -3.27048e+06 -3.34231e+07
927.031 1024.44 458.983 -5.78765e+07 -4.57942e+07 -4.22435e+07 -0.419655 0.82896 0.36975 0.847352 0.211749 0.486988 0.325399 0.517675 -0.791282 -4.75461e+07 4.80125e+06 960510 -5.31453e+07 -5.15778e+06 -4.52228e+07
977.057 1024.45 483.959 -5.38043e+07 -4.19895e+07 -3.79471e+07 -0.393082 0.838744 0.376822 0.874058 0.213595 0.436347 0.285497 0.500885 -0.817072 -4.34855e+07 4.47338e+06 807066 -4.92869e+07 -5.38857e+06 -4.09684e+07
1027.11 1024.46 508.94 -5.43106e+07 -4.1868e+07 -3.78817e+07 -0.273291 0.865958 0.418843 0.828841 -0.00899639 0.559412 0.488195 0.500036 -0.715283 -4.18472e+07 3.91778e+06 32265.5 -5.02018e+07 -5.93872e+06 -4.20113e+07
1077.17 1024.58 533.992 -2.26474e+07 -1.54609e+07 -1.11656e+07 -0.609391 0.728388 0.313199 0.151638 -0.280659 0.947753 0.778234 0.625045 0.0605799 -1.55282e+07 5.27923e+06 1.57411e+06 -1.75956e+07 -1.4768e+06 -1.61501e+07
1127.16 1024.69 558.974 -2.06009e+07 -1.86997e+07 -1.32181e+07 0.624584 0.066045 0.77816 -0.624496 0.640547 0.446882 -0.468934 -0.765073 0.441321 -1.8236e+07 1.8882e+06 -2.05846e+06 -1.54994e+07 -1.94853e+06 -1.87833e+07
1177.17 1024.61 583.874 -1.50976e+07 -6.72582e+06 -5.57431e+06 0.0138693 0.704165 0.709901 0.949433 -0.231988 0.211564 0.313665 0.671069 -0.671775 -6.61414e+06 160621 -325064 -1.03584e+07 -4.70406e+06 -1.04252e+07
1227.23 1024.55 608.844 -3.79135e+07 -2.62195e+07 -1.86708e+07 -0.208101 0.747919 0.630326 0.914649 -0.0795385 0.396347 0.34657 0.659007 -0.667532 -2.58192e+07 3.54415e+06 -212445 -2.94826e+07 -8.83367e+06 -2.7502e+07
1277.27 1024.52 633.827 -4.04686e+07 -2.9306e+07 -2.26921e+07 -0.285703 0.687246 0.667882 0.913337 -0.0157413 0.406901 0.290154 0.726254 -0.62319 -2.96603e+07 3.58547e+06 934082 -3.10897e+07 -8.11701e+06 -3.17167e+07
1327.31 1024.41 658.79 -2.35463e+07 -1.72286e+07 -1.51129e+07 -0.0527748 0.507035 0.860308 0.931212 0.336114 -0.14097 -0.360638 0.793689 -0.489896 -1.6971e+07 -436523 660626 -1.752e+07 -3.57846e+06 -2.13968e+07
1377.38 1024.35 683.768 -1.38853e+07 -1.09423e+07 -7.93351e+06 -0.40944 0.0822107 0.908626 0.740059 -0.552506 0.383471 0.533546 0.829445 0.165377 -1.05792e+07 1.4306e+06 1.36037e+06 -8.89221e+06 192880 -1.32898e+07
1427.5 1024.81 658.918 -5.83585e+07 -4.35316e+07 -3.24649e+07 -0.388747 0.367499 0.844879 -0.48765 0.695961 -0.527102 -0.781712 -0.616914 -0.0913423 -3.90097e+07 7.45513e+06 5.66004e+06 -4.13222e+07 -3.98005e+06 -5.4023e+07
1477.34 1024.99 634.09 -2.55781e+07 -1.88137e+07 -7.7968e+06 0.645004 0.726031 -0.238428 0.745998 -0.530574 0.402465 0.165698 -0.437459 -0.88384 -2.13254e+07 -3.96627e+06 -573171 -2.0271e+07 5.43057e+06 -1.05921e+07
1527.47 1024.76 608.836 -2.73263e+07 -2.1839e+07 -1.55668e+07 0.279962 0.884718 0.372685 0.0099222 -0.390855 0.920399 0.95996 -0.253979 -0.118203 -1.64891e+07 -2.88834e+06 -1.28423e+06 -2.57294e+07 -1.62097e+06 -2.25135e+07
1578.05 1024.21 633.341 -1.08044e+07 -2.23441e+06 -47956.2 0.512842 0.664536 0.543494 0.0188069 -0.641631 0.766783 0.858277 -0.383017 -0.341553 -2.87774e+06 -3.63942e+06 -3.02962e+06 -5.69821e+06 -2.80918e+06 -4.51078e+06
1627.64 1025.19 509.896 -1.14809e+07 -5.22039e+06 -562318 0.933242 -0.149422 0.326699 0.209964 0.964772 -0.158524 -0.291503 0.216537 0.931739 -1.02771e+07 578979 -3.1739e+06 -5.14175e+06 1.2454e+06 -1.84473e+06
1677.42 1025.77 535.201 -1.83259e+06 143577 180426 0.932567 -0.0241042 0.36019 0.0606356 0.994052 -0.0904688 -0.355867 0.106209 0.928482 -1.57039e+06 43029.1 -675972 142845 20791 -81038
1727.75 1024.97 509.216 -1.70003e+07 -1.08371e+07 -430703 0.836811 0.470309 -0.280278 0.477324 -0.375975 0.794232 0.268157 -0.798406 -0.53911 -1.44046e+07 -4.65357e+06 -58904.8 -5.56677e+06 5.29164e+06 -8.29676e+06
1777.84 1024.5 483.917 -1.45167e+06 -791310 -23222.9 0.249075 0.812034 -0.52779 0.882027 0.0348776 0.469907 0.399989 -0.582567 -0.707548 -709391 -312543 -130566 -966076 599622 -590739
1828.1 1024.58 659.232 -5.7602e+06 -1.72803e+06 -1.11678e+06 0.940699 -0.0801677 -0.329633 0.100551 0.993903 0.0452313 0.323998 -0.0756942 0.943025 -5.232e+06 289091 1.43708e+06 -1.75044e+06 -150186 -1.62258e+06
1878.04 1024.33 383.824 -2.16386e+07 -1.81072e+07 -1.20774e+07 0.468968 0.703182 -0.53442 -0.568678 0.703375 0.42646 0.675777 0.103917 0.729744 -1.61302e+07 -741096 3.85863e+06 -1.97882e+07 1.78433e+06 -1.59047e+07
1928.18 1024.23 408.999 -1.24398e+06 -456411 -108581 -0.235249 0.943215 -0.23453 0.956101 0.181199 -0.230299 -0.174725 -0.278412 -0.944435 -489378 191675 13945.2 -1.13011e+06 265679 -189481
1978.22 1024.23 434.001 -469451 -303660 86632.9 -0.61684 0.685089 -0.387506 0.717011 0.692177 0.0823774 0.324658 -0.227032 -0.918179 -325604 41294.2 -155973 -361356 125373 482.513
2028.41 1024.67 497.231 -188005 158046 252718 0.343818 0.795339 -0.499225 0.920912 -0.181637 0.344861 0.183604 -0.578312 -0.794887 120331 -104680 45580.3 -29190.7 180920 131619
2078.7 1024.13 346.368 -1.2118e+07 -4.7054e+06 -426339 -0.573986 -0.208986 0.791748 -0.227283 0.969554 0.0911476 -0.786691 -0.127634 -0.604009 -4.49932e+06 -459527 5.40195e+06 -4.95944e+06 1.5564e+06 -7.79098e+06
2128.62 1024.78 346.917 -5.06664e+06 -1.74516e+06 -1.2574e+06 -0.573862 -0.208032 0.792089 0.201368 0.901661 0.382699 -0.793809 0.379118 -0.475538 -2.53163e+06 -543314 1.6939e+06 -1.8188e+06 459377 -3.71877e+06
2179 1024.52 347.12 -1.87533e+07 -2.70297e+06 -321167 0.992926 0.0281712 -0.115346 0.114285 0.0367601 0.992768 0.0322076 -0.998927 0.0332805 -1.85245e+07 -525587 1.8408e+06 -339014 -27027.9 -2.91388e+06
2229.31 1023.89 146.656 -2.42766e+07 -1.06148e+07 -379164 0.210541 0.947849 0.239281 -0.101001 -0.222367 0.969717 0.972354 -0.228332 0.048916 -1.54289e+06 -4.99886e+06 -201418 -2.23551e+07 -3.21285e+06 -1.13725e+07
2278.61 1024.12 -3.23857 -4.16284e+07 -3.7367e+07 -2.0059e+07 0.813155 0.472225 -0.340268 -0.160689 0.744019 0.648548 0.559426 -0.472693 0.680885 -3.4768e+07 -6.21319e+06 7.77176e+06 -3.445e+07 -4.88582e+06 -2.98363e+07
2328.06 1023.69 -2.60136 -1.62195e+06 -599402 -83783.5 0.69342 0.232064 0.68214 -0.380943 0.921657 0.0736949 -0.611597 -0.310958 0.727499 -898207 -66485.3 -713091 -604612 -278513 -802315
2377.99 1023.92 -2.94308 -1.03338e+08 -9.41576e+07 -7.59568e+07 -0.414868 0.903166 -0.110343 0.0861497 0.159718 0.983396 0.905794 0.398474 -0.144069 -8.08046e+07 1.00091e+07 -2.79541e+06 -9.8756e+07 -129991 -9.38916e+07
2427.91 1024.17 -2.9401 -1.35653e+07 -6.28598e+06 -39803.3 0.133358 0.0312847 0.990574 0.0839003 0.995557 -0.0427373 -0.98751 0.0888088 0.13014 -324312 -578157 -1.76433e+06 -6.24384e+06 -153394 -1.33229e+07
2478.21 1024.13 -3.14858 -6.50779e+06 -5.16708e+06 -1.2779e+06 -0.29898 -0.528031 0.794855 -0.392169 0.827353 0.402108 -0.869951 -0.191495 -0.454439 -2.34353e+06 436245 1.85616e+06 -5.39827e+06 901153 -5.21095e+06
2528.09 1024.23 -32.96 -1.06976e+08 -9.89084e+07 -9.28078e+07 0.639636 0.0137305 0.768555 0.549638 0.690799 -0.469782 -0.537367 0.722916 0.434313 -1.00447e+08 -2.44079e+06 -5.3897e+06 -9.57217e+07 1.83031e+06 -1.02523e+08
2577.76 1024.18 -42.8505 -1.78381e+08 -1.66409e+08 -1.60422e+08 -0.338438 -0.159224 0.92742 0.810195 0.451957 0.373254 -0.478585 0.877715 -0.0239571 -1.66409e+08 -3.15973e+06 3.82659e+06 -1.62101e+08 1.64212e+06 -1.76703e+08
2627.55 1024.27 -2.90489 -5.69619e+07 -4.58911e+07 -4.04156e+07 0.272559 -0.144176 0.951275 0.174954 0.979652 0.0983486 -0.946099 0.139624 0.292237 -4.18124e+07 -288271 -4.38434e+06 -4.60145e+07 1.74179e+06 -5.54418e+07
2677.5 1024.22 -13.0393 -8.03586e+07 -7.40386e+07 -6.74332e+07 -0.0242602 -0.155307 0.987568 -0.676635 0.729749 0.0981398 -0.735919 -0.665842 -0.12279 -7.0465e+07 3.21289e+06 748309 -7.12626e+07 1.50939e+06 -8.01029e+07
2727.73 1024.43 -22.8568 -5.72722e+07 -4.81059e+07 -3.49029e+07 -0.0136278 -0.0276088 0.999526 0.902177 -0.431367 0.000385306 0.431152 0.901754 0.0307866 -4.56533e+07 5.12977e+06 300109 -3.73768e+07 619491 -5.7251e+07
2778.52 1024.43 -32.1274 -1.24716e+07 -8.4356e+06 -2.19269e+06 -0.628186 -0.0644684 0.775388 -0.180675 0.981407 -0.0647778 -0.756795 -0.180786 -0.628154 -6.45272e+06 690691 4.93367e+06 -8.24833e+06 910706 -8.39885e+06
2827.14 1024.62 -42.0339 -1.4375e+07 -1.07719e+07 -283477 0.93558 0.0248924 0.352238 -0.0629555 0.993289 0.0970212 -0.347459 -0.112946 0.930868 -1.26595e+07 327698 -4.57976e+06 -1.06404e+07 -1.13433e+06 -2.13056e+06
2877.23 1024.29 -1.99605 -4.86177e+06 -4.05531e+06 110314 0.220237 0.946412 0.23622 0.938001 -0.139024 -0.317533 -0.267676 0.291507 -0.918353 -3.79596e+06 -493136 982044 -4.42367e+06 -1.29546e+06 -587136
2927.11 1024.59 -12.8486 -4.40338e+07 -4.14969e+07 -1.76113e+07 0.870508 0.0144814 0.491941 -0.150948 0.959247 0.238871 -0.468434 -0.282196 0.837218 -3.81781e+07 3.12546e+06 -1.04539e+07 -3.95953e+07 -5.66128e+06 -2.53686e+07
2976.97 1024.65 26.8197 -2.36864e+07 -2.25338e+07 -1.12186e+07 -0.149053 0.979725 0.133871 0.482809 -0.0460418 0.874514 0.862947 0.194983 -0.466158 -1.41333e+07 2.0722e+06 -4.52877e+06 -2.32099e+07 -1.17963e+06 -2.00957e+07
3026.82 1024.43 216.605 -8.62474e+06 -4.96249e+06 -3.04439e+06 -0.34924 0.696066 -0.627315 0.756663 0.604381 0.249367 0.552714 -0.387578 -0.737761 -4.8232e+06 479376 -1.58448e+06 -6.44875e+06 2.14759e+06 -5.35967e+06
3076.85 1024.67 356.346 -9.78964e+06 -2.95378e+06 -431021 0.323442 0.944723 0.0536994 -0.169467 0.00200088 0.985534 0.930949 -0.327863 0.160747 -1.48252e+06 -2.85879e+06 258794 -8.78361e+06 -479747 -2.90831e+06
3127.08 1024.42 246.62 -2.62775e+06 -1.64803e+06 780617 -0.339725 0.726243 -0.597627 0.670032 0.632799 0.388101 0.660034 -0.268582 -0.701584 -703075 -188813 -1.32354e+06 -1.98957e+06 882856 -802517
3176.96 1024.62 336.519 -3.80301e+06 -723595 568341 0.493845 0.661644 -0.56422 0.302187 0.477835 0.824838 0.815353 -0.577842 0.0360365 -615732 -1.61489e+06 896000 -1.6403e+06 1.12268e+06 -1.70223e+06
3226.83 1024.88 476.146 -1.59542e+07 -9.73434e+06 -6.60967e+06 -0.396296 -0.0242364 0.917803 0.861168 0.336795 0.380736 -0.318339 0.941266 -0.112599 -1.03945e+07 -996022 2.3743e+06 -6.96959e+06 -192814 -1.49341e+07
3277.03 1024.85 516.201 -1.7218e+06 -437455 132673 0.741592 0.12009 -0.660014 0.634167 0.195388 0.748101 0.218798 -0.973346 0.0687409 -1.1165e+06 -235798 637210 84162.9 63651.7 -994244
3327.19 1025.16 507.024 -5.69022e+06 -190363 181280 0.891814 -0.297065 0.341203 -0.445288 -0.443175 0.77802 -0.0799103 -0.845783 -0.527509 -4.5622e+06 1.48218e+06 -1.65788e+06 -409859 723274 -727236
3377.19 1025.71 546.699 -3.64829e+06 38528.1 255932 0.769978 -0.103162 0.629676 -0.419962 0.661024 0.621835 -0.480381 -0.74324 0.465649 -2.09709e+06 370476 -1.83614e+06 119386 164251 -1.37613e+06
3427.29 1024.36 436.36 -5.75166e+06 -4.57307e+06 -844544 -0.346645 0.862668 -0.368294 0.929153 0.36959 -0.00883346 0.128497 -0.345264 -0.929667 -4.65313e+06 187029 -595877 -5.00571e+06 1.57124e+06 -1.51044e+06
3477.34 1024.4 676.425 -9.94571e+06 -6.44153e+06 -294412 -0.552585 0.818329 0.158075 0.773423 0.432797 0.463146 0.310591 0.378186 -0.872071 -6.91854e+06 2.30663e+06 -1.35891e+06 -7.90896e+06 -2.48064e+06 -1.85416e+06
3527.36 1024.61 666.524 -1.177e+06 -621128 596434 0.198141 0.953019 -0.229118 0.915405 -0.263483 -0.304319 -0.35039 -0.149438 -0.924605 -493467 -41213.3 419692 -1.09881e+06 289609 390579
3577.55 1024.47 706.44 54723.2 54723.2 54723.2 1 0 0 0 1 0 0 0 1 54723.2 0 0 54723.2 0 54723.2
3627.85 1024.26 646.94 -9.48076e+06 -4.5045e+06 -2.67084e+06 0.468812 0.766965 -0.438156 -0.494774 0.638938 0.589031 0.73172 -0.0593567 0.679016 -4.61643e+06 -1.86892e+06 1.93324e+06 -7.42525e+06 1.59837e+06 -4.61441e+06
3677.92 1024.18 637.163 -1.57895e+07 -1.85681e+06 -68593.3 0.82087 0.535281 -0.199117 -0.551545 0.833487 -0.0331308 0.148227 0.137018 0.979416 -1.12057e+07 -6.08564e+06 2.53689e+06 -5.8153e+06 1.72497e+06 -693850
3727.89 1024.24 626.883 -9.19998e+06 -6.47226e+06 -51736.5 0.916437 0.328339 0.228772 -0.348675 0.935697 0.0538245 -0.196389 -0.129094 0.971991 -8.51552e+06 -657997 -1.79748e+06 -6.65933e+06 -1.01053e+06 -549125
3777.85 1024.28 626.681 -1.27111e+07 -1.11785e+07 -650835 0.981585 0.190863 0.00784498 -0.190389 0.974155 0.12155 0.0155571 -0.120805 0.992554 -1.26526e+07 -306907 150760 -1.10807e+07 -1.26463e+06 -807117
3827.82 1024.04 686.645 -5.41783e+06 -3.33666e+06 42175.8 0.738868 -0.605966 -0.294752 0.670053 0.707058 0.226046 0.0714302 -0.364518 0.928453 -4.45559e+06 843822 677325 -3.6519e+06 -1.51524e+06 -604830
3877.99 1024.17 646.097 -611709 -411905 84536.6 0.967578 -0.0297994 0.250808 0.0698701 0.985844 -0.152416 -0.242716 0.164998 0.955963 -569717 -14120.3 -163676 -398567 79798 29206.8
3928.08 1024.3 656.01 -1.43058e+07 -1.17915e+07 -8.9912e+06 0.00399813 0.799592 -0.60053 0.967771 0.148123 0.203666 0.251802 -0.581989 -0.77323 -1.1614e+07 -418404 -539175 -1.24505e+07 2.4675e+06 -1.1024e+07
3977.98 1024.43 716.334 -2.16201e+07 -1.39968e+07 -1.03187e+07 -0.0916384 0.980096 -0.176108 0.987466 0.0666169 -0.143087 -0.128507 -0.187013 -0.973916 -1.40001e+07 773074 337303 -2.1191e+07 1.9857e+06 -1.07445e+07
4028.24 1024.5 726.195 -1.31264e+07 -7.9998e+06 -6.41603e+06 0.142602 -0.294828 0.94485 0.62489 0.767119 0.145058 -0.767579 0.569742 0.293627 -7.17093e+06 -477078 -1.0477e+06 -7.93132e+06 1.69307e+06 -1.244e+07
4078.32 1024.45 636.21 -4.25172e+06 -1.91767e+06 -893222 0.0685306 0.997484 -0.0181306 0.812385 -0.0663438 -0.579335 -0.57908 0.0249731 -0.814888 -1.5851e+06 -174366 486322 -4.23935e+06 21363.4 -1.23816e+06
4128.38 1024.52 546.143 -7.17084e+07 -6.34258e+07 -5.56242e+07 0.284597 0.950474 -0.124918 0.938983 -0.30264 -0.163462 -0.193171 -0.0707748 -0.978609 -6.38055e+07 -2.13379e+06 1.76926e+06 -7.08692e+07 1.52374e+06 -5.60837e+07
4178.37 1024.44 556.313 -2.92203e+07 -1.85635e+07 -1.69172e+07 0.250466 0.957301 0.144368 0.886303 -0.286733 0.363663 0.38953 0.0368689 -0.920276 -1.89822e+07 -2.53156e+06 -975472 -2.83274e+07 -1.52867e+06 -1.73914e+07
4228.39 1024.33 616.355 -6.67581e+06 -3.16045e+06 -332472 0.489854 0.535166 0.688216 -0.385585 0.841002 -0.379526 -0.7819 -0.0794533 0.61832 -2.27505e+06 -745876 -2.55234e+06 -4.1494e+06 -1.43367e+06 -3.74428e+06
